Id:1 FDay:41 LDay:45 Dur:4
Id:2 FDay:17 LDay:45 Dur:28
Id:3 FDay:44 LDay:44 Dur:0
Id:4 FDay:4 LDay:44 Dur:40
Id:5 FDay:25 LDay:43 Dur:18
Id:6 FDay:42 LDay:42 Dur:0
Id:7 FDay:9 LDay:42 Dur:33
Id:8 FDay:41 LDay:41 Dur:0
Id:9 FDay:29 LDay:41 Dur:12
Id:10 FDay:41 LDay:41 Dur:0
Id:11 FDay:41 LDay:41 Dur:0
Id:12 FDay:37 LDay:40 Dur:3
Id:13 FDay:40 LDay:40 Dur:0
Id:14 FDay:60 LDay:90 Dur:30
Id:15 FDay:11 LDay:90 Dur:79
Id:16 FDay:1 LDay:90 Dur:89
Id:17 FDay:1 LDay:90 Dur:89
Id:18 FDay:1 LDay:90 Dur:89
Id:19 FDay:84 LDay:90 Dur:6
Id:20 FDay:1 LDay:90 Dur:89
Id:21 FDay:1 LDay:90 Dur:89
Id:22 FDay:3 LDay:90 Dur:87
Id:23 FDay:5 LDay:90 Dur:85
Id:24 FDay:4 LDay:90 Dur:86
Id:25 FDay:1 LDay:90 Dur:89
Id:26 FDay:2 LDay:90 Dur:88
Id:27 FDay:39 LDay:90 Dur:51
Id:28 FDay:6 LDay:90 Dur:84
Id:29 FDay:1 LDay:90 Dur:89
Id:30 FDay:2 LDay:90 Dur:88
Id:31 FDay:1 LDay:90 Dur:89
Id:32 FDay:38 LDay:38 Dur:0
Id:33 FDay:1 LDay:90 Dur:89
Id:34 FDay:89 LDay:90 Dur:1
Id:35 FDay:1 LDay:90 Dur:89
Id:36 FDay:1 LDay:90 Dur:89
Id:37 FDay:60 LDay:90 Dur:30
Id:38 FDay:5 LDay:89 Dur:84
Id:39 FDay:39 LDay:89 Dur:50
Id:40 FDay:4 LDay:89 Dur:85
Id:41 FDay:1 LDay:89 Dur:88
Id:42 FDay:45 LDay:89 Dur:44
Id:43 FDay:14 LDay:89 Dur:75
Id:44 FDay:2 LDay:88 Dur:86
Id:45 FDay:10 LDay:88 Dur:78
Id:46 FDay:1 LDay:88 Dur:87
Id:47 FDay:1 LDay:88 Dur:87
Id:48 FDay:2 LDay:88 Dur:86
Id:49 FDay:19 LDay:87 Dur:68
Id:50 FDay:34 LDay:35 Dur:1
Id:51 FDay:9 LDay:86 Dur:77
Id:52 FDay:29 LDay:85 Dur:56
Id:53 FDay:85 LDay:85 Dur:0
Id:54 FDay:77 LDay:85 Dur:8
Id:55 FDay:50 LDay:84 Dur:34
Id:56 FDay:83 LDay:83 Dur:0
Id:57 FDay:10 LDay:33 Dur:23
Id:58 FDay:6 LDay:83 Dur:77
Id:59 FDay:50 LDay:83 Dur:33
Id:60 FDay:46 LDay:82 Dur:36
Id:61 FDay:31 LDay:32 Dur:1
Id:62 FDay:81 LDay:81 Dur:0
Id:63 FDay:1 LDay:81 Dur:80
Id:64 FDay:31 LDay:31 Dur:0
Id:65 FDay:2 LDay:81 Dur:79
Id:66 FDay:1 LDay:31 Dur:30
Id:67 FDay:81 LDay:81 Dur:0
Id:68 FDay:3 LDay:80 Dur:77
Id:69 FDay:3 LDay:31 Dur:28
Id:70 FDay:31 LDay:31 Dur:0
Id:71 FDay:29 LDay:30 Dur:1
Id:72 FDay:4 LDay:30 Dur:26
Id:73 FDay:9 LDay:79 Dur:70
Id:74 FDay:30 LDay:30 Dur:0
Id:75 FDay:79 LDay:79 Dur:0
Id:76 FDay:2 LDay:79 Dur:77
Id:77 FDay:8 LDay:30 Dur:22
Id:78 FDay:78 LDay:78 Dur:0
Id:79 FDay:2 LDay:29 Dur:27
Id:80 FDay:7 LDay:77 Dur:70
Id:81 FDay:76 LDay:76 Dur:0
Id:82 FDay:27 LDay:28 Dur:1
Id:83 FDay:10 LDay:27 Dur:17
Id:84 FDay:27 LDay:27 Dur:0
Id:85 FDay:75 LDay:75 Dur:0
Id:86 FDay:11 LDay:26 Dur:15
Id:87 FDay:74 LDay:74 Dur:0
Id:88 FDay:10 LDay:73 Dur:63
Id:89 FDay:25 LDay:25 Dur:0
Id:90 FDay:41 LDay:72 Dur:31
Id:91 FDay:25 LDay:25 Dur:0
Id:92 FDay:52 LDay:72 Dur:20
Id:93 FDay:24 LDay:24 Dur:0
Id:94 FDay:22 LDay:24 Dur:2
Id:95 FDay:71 LDay:71 Dur:0
Id:96 FDay:4 LDay:71 Dur:67
Id:97 FDay:20 LDay:24 Dur:4
Id:98 FDay:71 LDay:71 Dur:0
Id:99 FDay:70 LDay:70 Dur:0
Id:100 FDay:19 LDay:22 Dur:3
Id:101 FDay:42 LDay:69 Dur:27
Id:102 FDay:68 LDay:68 Dur:0
Id:103 FDay:5 LDay:68 Dur:63
Id:104 FDay:68 LDay:68 Dur:0
Id:105 FDay:67 LDay:68 Dur:1
Id:106 FDay:8 LDay:67 Dur:59
