Id:2 Day:28 Len:1
Id:4 Day:1 Len:2
Id:4 Day:2 Len:2
Id:4 Day:4 Len:1
Id:4 Day:9 Len:2
Id:4 Day:19 Len:1
Id:4 Day:29 Len:1
Id:4 Day:30 Len:1
Id:4 Day:35 Len:1
Id:4 Day:37 Len:1
Id:7 Day:33 Len:1
Id:12 Day:2 Len:1
Id:14 Day:14 Len:1
Id:15 Day:6 Len:1
Id:15 Day:14 Len:1
Id:15 Day:20 Len:1
Id:15 Day:46 Len:1
Id:16 Day:1 Len:1
Id:16 Day:5 Len:1
Id:16 Day:13 Len:1
Id:16 Day:29 Len:1
Id:16 Day:33 Len:1
Id:16 Day:36 Len:1
Id:16 Day:49 Len:1
Id:16 Day:58 Len:2
Id:16 Day:71 Len:2
Id:16 Day:73 Len:1
Id:18 Day:7 Len:1
Id:18 Day:23 Len:1
Id:19 Day:5 Len:2
Id:20 Day:3 Len:1
Id:20 Day:4 Len:2
Id:20 Day:5 Len:1
Id:20 Day:7 Len:1
Id:21 Day:1 Len:1
Id:23 Day:84 Len:1
Id:24 Day:17 Len:1
Id:24 Day:28 Len:1
Id:25 Day:3 Len:1
Id:25 Day:6 Len:1
Id:25 Day:16 Len:1
Id:25 Day:51 Len:2
Id:25 Day:77 Len:1
Id:27 Day:49 Len:1
Id:27 Day:51 Len:2
Id:28 Day:75 Len:1
Id:29 Day:32 Len:1
Id:29 Day:43 Len:1
Id:30 Day:20 Len:1
Id:31 Day:1 Len:1
Id:31 Day:30 Len:1
Id:33 Day:1 Len:1
Id:34 Day:1 Len:1
Id:35 Day:1 Len:1
Id:35 Day:4 Len:1
Id:35 Day:5 Len:1
Id:35 Day:32 Len:1
Id:35 Day:38 Len:1
Id:35 Day:48 Len:1
Id:35 Day:52 Len:2
Id:36 Day:1 Len:1
Id:36 Day:4 Len:1
Id:37 Day:1 Len:1
Id:37 Day:29 Len:1
Id:37 Day:30 Len:1
Id:38 Day:20 Len:3
Id:38 Day:83 Len:1
Id:39 Day:49 Len:1
Id:40 Day:1 Len:1
Id:40 Day:12 Len:1
Id:41 Day:60 Len:1
Id:41 Day:66 Len:1
Id:42 Day:42 Len:2
Id:43 Day:74 Len:1
Id:43 Day:75 Len:2
Id:44 Day:20 Len:3
Id:44 Day:23 Len:1
Id:45 Day:24 Len:1
Id:47 Day:1 Len:2
Id:47 Day:16 Len:2
Id:48 Day:15 Len:1
Id:49 Day:25 Len:1
Id:49 Day:63 Len:1
Id:49 Day:65 Len:1
Id:51 Day:3 Len:2
Id:51 Day:62 Len:1
Id:51 Day:77 Len:1
Id:54 Day:7 Len:1
Id:55 Day:1 Len:1
Id:57 Day:8 Len:1
Id:57 Day:16 Len:1
Id:57 Day:22 Len:4
Id:58 Day:7 Len:1
Id:58 Day:77 Len:2
Id:59 Day:33 Len:2
Id:60 Day:29 Len:1
Id:63 Day:10 Len:2
Id:65 Day:29 Len:2
Id:65 Day:79 Len:1
Id:66 Day:1 Len:1
Id:68 Day:22 Len:1
Id:69 Day:28 Len:1
Id:72 Day:26 Len:1
Id:73 Day:7 Len:1
Id:76 Day:13 Len:1
Id:76 Day:29 Len:1
Id:77 Day:21 Len:1
Id:79 Day:17 Len:2
Id:80 Day:70 Len:1
Id:82 Day:1 Len:2
Id:83 Day:7 Len:1
Id:86 Day:13 Len:2
Id:92 Day:14 Len:1
Id:97 Day:3 Len:4
Id:103 Day:56 Len:1
Id:106 Day:2 Len:1
Id:106 Day:3 Len:1
Id:110 Day:8 Len:1
Id:111 Day:1 Len:1
Id:114 Day:6 Len:1
Id:115 Day:15 Len:1
Id:117 Day:52 Len:1
Id:119 Day:10 Len:1
Id:122 Day:51 Len:2
Id:123 Day:1 Len:1
Id:123 Day:2 Len:1
Id:128 Day:15 Len:1
Id:134 Day:38 Len:2
Id:136 Day:16 Len:1
Id:137 Day:25 Len:1
Id:140 Day:1 Len:1
Id:142 Day:5 Len:1
Id:142 Day:16 Len:1
Id:142 Day:17 Len:1
Id:143 Day:2 Len:1
Id:144 Day:2 Len:2
Id:152 Day:1 Len:2
