Id:1 FDay:74 LDay:77 Dur:3
Id:2 FDay:42 LDay:69 Dur:27
Id:3 FDay:34 LDay:38 Dur:4
Id:4 FDay:9 LDay:11 Dur:2
Id:5 FDay:7 LDay:11 Dur:4
Id:6 FDay:10 LDay:10 Dur:0
Id:7 FDay:32 LDay:32 Dur:0
Id:8 FDay:88 LDay:90 Dur:2
Id:9 FDay:88 LDay:90 Dur:2
Id:10 FDay:1 LDay:90 Dur:89
Id:11 FDay:51 LDay:90 Dur:39
Id:12 FDay:54 LDay:54 Dur:0
Id:13 FDay:1 LDay:85 Dur:84
