Id:1 Day:8 Len:2
Id:4 Day:2 Len:1
Id:5 Day:1 Len:1
Id:6 Day:1 Len:6
Id:6 Day:2 Len:2
Id:6 Day:3 Len:3
Id:6 Day:4 Len:2
Id:6 Day:11 Len:2
Id:6 Day:14 Len:1
Id:6 Day:15 Len:2
Id:6 Day:16 Len:2
Id:6 Day:19 Len:1
Id:6 Day:23 Len:1
Id:6 Day:24 Len:1
Id:6 Day:26 Len:4
Id:6 Day:29 Len:1
Id:6 Day:30 Len:2
Id:6 Day:31 Len:1
Id:6 Day:34 Len:2
Id:6 Day:35 Len:2
Id:7 Day:1 Len:1
Id:10 Day:1 Len:1
Id:10 Day:3 Len:1
Id:10 Day:19 Len:1
Id:10 Day:22 Len:1
Id:10 Day:29 Len:1
Id:10 Day:30 Len:1
Id:10 Day:37 Len:2
Id:13 Day:18 Len:1
Id:14 Day:1 Len:1
Id:14 Day:2 Len:1
