Id:1 FDay:34 LDay:36 Dur:2
Id:2 FDay:32 LDay:32 Dur:0
Id:3 FDay:1 LDay:90 Dur:89
Id:4 FDay:87 LDay:90 Dur:3
Id:5 FDay:51 LDay:88 Dur:37
Id:6 FDay:42 LDay:69 Dur:27
Id:7 FDay:7 LDay:11 Dur:4
