Id:1 FDay:57 LDay:58 Dur:1
Id:2 FDay:2 LDay:57 Dur:55
Id:3 FDay:57 LDay:57 Dur:0
Id:4 FDay:11 LDay:57 Dur:46
Id:5 FDay:55 LDay:57 Dur:2
Id:6 FDay:56 LDay:57 Dur:1
Id:7 FDay:26 LDay:56 Dur:30
Id:8 FDay:56 LDay:56 Dur:0
Id:9 FDay:56 LDay:56 Dur:0
Id:10 FDay:27 LDay:56 Dur:29
Id:11 FDay:56 LDay:56 Dur:0
Id:12 FDay:24 LDay:55 Dur:31
Id:13 FDay:31 LDay:54 Dur:23
Id:14 FDay:9 LDay:54 Dur:45
Id:15 FDay:16 LDay:53 Dur:37
Id:16 FDay:31 LDay:52 Dur:21
Id:17 FDay:52 LDay:52 Dur:0
Id:18 FDay:52 LDay:52 Dur:0
Id:19 FDay:35 LDay:52 Dur:17
Id:20 FDay:1 LDay:51 Dur:50
Id:21 FDay:5 LDay:51 Dur:46
Id:22 FDay:19 LDay:51 Dur:32
Id:23 FDay:39 LDay:51 Dur:12
Id:24 FDay:2 LDay:51 Dur:49
Id:25 FDay:49 LDay:51 Dur:2
Id:26 FDay:9 LDay:50 Dur:41
Id:27 FDay:40 LDay:50 Dur:10
Id:28 FDay:50 LDay:50 Dur:0
Id:29 FDay:39 LDay:49 Dur:10
Id:30 FDay:49 LDay:49 Dur:0
Id:31 FDay:49 LDay:49 Dur:0
Id:32 FDay:49 LDay:49 Dur:0
Id:33 FDay:18 LDay:49 Dur:31
Id:34 FDay:5 LDay:49 Dur:44
Id:35 FDay:41 LDay:49 Dur:8
Id:36 FDay:49 LDay:49 Dur:0
Id:37 FDay:49 LDay:49 Dur:0
Id:38 FDay:8 LDay:49 Dur:41
Id:39 FDay:49 LDay:49 Dur:0
Id:40 FDay:46 LDay:49 Dur:3
Id:41 FDay:49 LDay:49 Dur:0
Id:42 FDay:3 LDay:48 Dur:45
Id:43 FDay:48 LDay:48 Dur:0
Id:44 FDay:47 LDay:48 Dur:1
Id:45 FDay:48 LDay:48 Dur:0
Id:46 FDay:48 LDay:48 Dur:0
Id:47 FDay:43 LDay:48 Dur:5
Id:48 FDay:47 LDay:48 Dur:1
Id:49 FDay:48 LDay:48 Dur:0
Id:50 FDay:33 LDay:47 Dur:14
Id:51 FDay:3 LDay:47 Dur:44
Id:52 FDay:47 LDay:47 Dur:0
Id:53 FDay:17 LDay:47 Dur:30
Id:54 FDay:40 LDay:47 Dur:7
Id:55 FDay:31 LDay:47 Dur:16
Id:56 FDay:24 LDay:47 Dur:23
Id:57 FDay:47 LDay:47 Dur:0
Id:58 FDay:6 LDay:46 Dur:40
Id:59 FDay:15 LDay:46 Dur:31
Id:60 FDay:2 LDay:46 Dur:44
Id:61 FDay:12 LDay:46 Dur:34
Id:62 FDay:46 LDay:46 Dur:0
Id:63 FDay:45 LDay:46 Dur:1
Id:64 FDay:25 LDay:46 Dur:21
Id:65 FDay:46 LDay:46 Dur:0
Id:66 FDay:2 LDay:46 Dur:44
Id:67 FDay:46 LDay:46 Dur:0
Id:68 FDay:18 LDay:46 Dur:28
Id:69 FDay:43 LDay:45 Dur:2
Id:70 FDay:45 LDay:45 Dur:0
Id:71 FDay:45 LDay:45 Dur:0
