Id:1 FDay:15 LDay:54 Dur:39
Id:2 FDay:43 LDay:86 Dur:43
Id:3 FDay:53 LDay:54 Dur:1
Id:4 FDay:72 LDay:85 Dur:13
Id:5 FDay:25 LDay:25 Dur:0
Id:6 FDay:45 LDay:84 Dur:39
Id:7 FDay:22 LDay:25 Dur:3
Id:8 FDay:83 LDay:83 Dur:0
Id:9 FDay:5 LDay:51 Dur:46
Id:10 FDay:22 LDay:23 Dur:1
Id:11 FDay:23 LDay:23 Dur:0
Id:12 FDay:81 LDay:81 Dur:0
Id:13 FDay:1 LDay:80 Dur:79
Id:14 FDay:61 LDay:76 Dur:15
Id:15 FDay:15 LDay:18 Dur:3
Id:16 FDay:4 LDay:44 Dur:40
Id:17 FDay:75 LDay:75 Dur:0
Id:18 FDay:9 LDay:17 Dur:8
Id:19 FDay:9 LDay:17 Dur:8
Id:20 FDay:74 LDay:74 Dur:0
Id:21 FDay:17 LDay:17 Dur:0
Id:22 FDay:41 LDay:41 Dur:0
Id:23 FDay:71 LDay:71 Dur:0
Id:24 FDay:31 LDay:71 Dur:40
Id:25 FDay:39 LDay:40 Dur:1
Id:26 FDay:7 LDay:14 Dur:7
Id:27 FDay:42 LDay:69 Dur:27
Id:28 FDay:33 LDay:68 Dur:35
Id:29 FDay:8 LDay:11 Dur:3
Id:30 FDay:8 LDay:67 Dur:59
Id:31 FDay:34 LDay:34 Dur:0
Id:32 FDay:33 LDay:33 Dur:0
Id:33 FDay:21 LDay:33 Dur:12
Id:34 FDay:31 LDay:32 Dur:1
Id:35 FDay:32 LDay:32 Dur:0
Id:36 FDay:1 LDay:90 Dur:89
Id:37 FDay:30 LDay:30 Dur:0
Id:38 FDay:80 LDay:90 Dur:10
Id:39 FDay:1 LDay:90 Dur:89
Id:40 FDay:30 LDay:30 Dur:0
Id:41 FDay:51 LDay:90 Dur:39
Id:42 FDay:89 LDay:90 Dur:1
Id:43 FDay:8 LDay:90 Dur:82
Id:44 FDay:1 LDay:90 Dur:89
Id:45 FDay:4 LDay:90 Dur:86
Id:46 FDay:1 LDay:90 Dur:89
Id:47 FDay:65 LDay:90 Dur:25
Id:48 FDay:87 LDay:89 Dur:2
Id:49 FDay:1 LDay:89 Dur:88
Id:50 FDay:39 LDay:89 Dur:50
Id:51 FDay:2 LDay:89 Dur:87
Id:52 FDay:8 LDay:56 Dur:48
